找到 455 个解析地址:
220. 🈴美少女(美少女): https://www.msnii.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
221. 🈴CK资源(*CK资源): http://www.feifei67.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
222. 🈴博天堂(*博天堂): http://bttcj.com/inc/sapi.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
223. 🈴白嫖资源(*白嫖资源): https://www.kxgav.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
224. 🈴点点娱乐(*点点娱乐): https://xx55zyapi.com/home/cjapi/ascf/mc10/vod/xml（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
225. 🈴淫水机(*淫水机资源): https://www.xrbsp.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
226. 🈴小湿妹(*小湿妹资源): https://www.afasu.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
227. 🈴香奶儿(*香奶儿资源): https://www.gdlsp.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
228. 🈴色猫资源(*色猫资源): https://api.maozyapi.com/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
229. 🔞鸡坤资源(鸡坤资源): https://jkunzyapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
230. 🔞鲨鱼资源(*鲨鱼资源): https://shayuapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
231. 🚸成人one(dadiapi.com): http://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
232. 🚸玉兔采集(玉兔专场): https://apiyutu.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
233. 🚸大地采集(大地专场): https://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
234. 🚸色猫采集(色猫): https://caiji.semaozy.net/inc/apijson_vod.php/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
235. 🈶量子伦理(量子): https://cj.lziapi.com/api.php/provide/vod/at/xml/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
236. 🈶成人01(dadiapi1.com): http://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
237. 🈶成人05(91md.me): http://91md.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
238. 🈶成人06(cjmygzy.com): http://cjmygzy.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
239. 🈶成人07(bttcj.com): http://bttcj.com/inc/sapi.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
240. 🈶成人08(api.sexnguon.com): http://api.sexnguon.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
241. 🈶成人09(feifei67.com): http://www.feifei67.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
242. 🈶成人33(api.maozyapi.com): https://api.maozyapi.com/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
243. 🈶成人39(pgxdy.com): https://www.pgxdy.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
244. 🈶成人40(msnii.com): https://www.msnii.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
245. 🈶成人45(kkzy.me): https://kkzy.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
246. 🈶成人46(xrbsp.com): https://www.xrbsp.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
247. 🈶成人48(kxgav.com): https://www.kxgav.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
248. 🈶成人49(gdlsp.com): https://www.gdlsp.com/api/xml.php（来自 https://raw.githubusercontent.com/ZTHA000/tvbox/main/thzx1.json）
249. ❤91麻豆源(❤91麻豆): https://91md.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
250. ❤丝袜资源(❤丝袜资源): https://siwazyw.cc/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
251. ❤秀色资源(❤秀色资源): https://api.xiuseapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
252. ❤探探资源(❤探探资源): https://apittzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
253. ❤色猫资源(❤色猫资源): https://api.maozyapi.com/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
254. ❤花魁资源(❤花魁资源): https://caiji.huakuiapi.com/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
255. ❤葡萄资源(❤葡萄资源): https://api.putaozy.net/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
256. ❤色窝资源(❤色窝资源): https://sewozyapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
257. ❤淫窝资源(❤淫窝资源): https://api.yinwoapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
258. ❤SB资源(❤SB资源): http://www.shabizy.com:777/inc/sea（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
259. ❤色屌丝资源(❤色屌丝资源): http://sdszyapi.com/home/cjapi/asbb/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
260. ❤小姐姐资源(❤小姐姐资源): https://xjjzyapi.com/home/cjapi/askl/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
261. ❤52AVAV(❤52AVAV): https://52zyapi.com/home/cjapi/asda/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
262. ❤我要啪啪(❤我要啪啪): http://www.caiji21.com/home/cjapi/klkl/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
263. ❤AV集中淫(❤AV集中淫): https://www.caiji22.com/home/cjapi/klp0/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
264. ❤夜夜撸资源(❤夜夜撸资源): https://www.caiji23.com/home/cjapi/kls6/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
265. ❤大屌丝资源(❤大屌丝资源): http://www.caiji24.com/home/cjapi/p0d2/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
266. ❤咪咪资源(❤咪咪资源): http://www.caiji25.com/home/cjapi/p0as/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
267. ❤鲍鱼AV(❤鲍鱼AV): http://caiji26.com/home/cjapi/p0g8/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
268. ❤精工厂资源(❤精工厂资源): https://jgczyapi.com/home/cjapi/kld2/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
269. ❤点点娱乐(❤点点娱乐): https://xx55zyapi.com/home/cjapi/ascf/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
270. ❤大MM资源(❤大MM资源): https://www.dmmapi.com/home/cjapi/asd2c7/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
271. ❤黄瓜TV资源(❤黄瓜TV资源): https://www.caiji10.com/home/cjapi/cfs6/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
272. ❤快播盒子资源(❤快播盒子资源): https://www.caiji09.com/home/cjapi/cfp0/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
273. ❤大香蕉资源(❤大香蕉资源): https://www.caiji08.com/home/cjapi/cfkl/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
274. ❤日本AV在线(❤日本AV在线): https://www.caiji07.com/home/cjapi/cfcf/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
275. ❤久久热在线(❤久久热在线): https://www.caiji06.com/home/cjapi/cfbb/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
276. ❤青青草视频(❤青青草视频): https://www.caiji05.com/home/cjapi/cfda/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
277. ❤麻豆视频(❤麻豆视频): https://www.caiji04.com/home/cjapi/cfc7/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
278. ❤一本道资源(❤一本道资源): https://www.caiji03.com/home/cjapi/cfg8/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
279. ❤草榴视频(❤草榴视频): https://www.caiji02.com/home/cjapi/cfas/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
280. ❤亚洲成人在线(❤亚洲成人在线): https://www.caiji01.com/home/cjapi/cfd2/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
281. ❤天噜啦资源(❤天噜啦资源): http://www.987caiji.com/api/max.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
282. ❤99资源(❤99资源): http://99zy.pw/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
283. ❤酷豆资源(❤酷豆资源): https://kudouzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
284. ❤酷豆2(❤酷豆2): https://api.kdapi.info/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
285. ❤酷伦理(❤酷伦理): https://api.kudian70.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
286. ❤影库资源(❤影库资源): https://api.ykapi.net/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
287. ❤爱播资源(❤爱播资源): https://cj.apiabzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
288. ❤美少女资源(❤美少女资源): https://www.msnii.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
289. ❤淫水机资源(❤淫水机资源): https://www.xrbsp.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
290. ❤香奶儿资源(❤香奶儿资源): https://www.gdlsp.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
291. ❤白嫖资源(❤白嫖资源): https://www.kxgav.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
292. ❤小湿妹资源(❤小湿妹资源): https://www.afasu.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
293. ❤大地资源(❤大地资源): https://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
294. ❤CK资源(❤CK资源): http://www.feifei67.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
295. ❤老鸭资源(❤老鸭资源): https://api.apilyzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
296. ❤花椒资源(❤花椒资源): https://apihjzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
297. ❤乐播资源(❤乐播资源): https://lbapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
298. ❤博天堂(❤博天堂): http://bttcj.com/inc/sapi.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
299. ❤环亚资源(❤环亚资源): http://wmcj8.com/inc/sapi.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
300. ❤AVZY6888资源(❤AVZY6888资源): http://m.7777688.com/inc/apijson.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
301. ❤色色资源(❤色色资源): http://secj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
302. ❤玖玖资源(❤玖玖资源): http://99zywcj.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
303. ❤狼少年(❤狼少年): http://cjmygzy.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
304. ❤佳丽资源(❤佳丽资源): http://www.jializyzapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
305. ❤番号资源(❤番号资源): http://fhapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
306. ❤鲨鱼资源(❤鲨鱼资源): https://shayuapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
307. ❤速度资源(❤速度资源): http://www.ggmmzy.com:9999/inc/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
308. 老鸭资源(zp098): http://laoyazy.vip/api.php/provide/vod/at/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa1.json）
309. 色窝资源(色窝资源): https://sewozyapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa2.json）
310. 番外采集(番外): http://fhapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa2.json）
311. ️乐播采集(乐播): https://lbapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa2.json）
312. ❤91麻豆源(❤91麻豆): https://91md.me/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
313. ❤丝袜资源(❤丝袜资源): https://siwazyw.cc/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
314. ❤秀色资源(❤秀色资源): https://api.xiuseapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
315. ❤探探资源(❤探探资源): https://apittzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
316. ❤色猫资源(❤色猫资源): https://api.maozyapi.com/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
317. ❤花魁资源(❤花魁资源): https://caiji.huakuiapi.com/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
318. ❤葡萄资源(❤葡萄资源): https://api.putaozy.net/inc/apijson_vod.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
319. ❤色窝资源(❤色窝资源): https://sewozyapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
320. ❤淫窝资源(❤淫窝资源): https://api.yinwoapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
321. ❤SB资源(❤SB资源): http://www.shabizy.com:777/inc/sea（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
322. ❤色屌丝资源(❤色屌丝资源): http://sdszyapi.com/home/cjapi/asbb/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
323. ❤小姐姐资源(❤小姐姐资源): https://xjjzyapi.com/home/cjapi/askl/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
324. ❤52AVAV(❤52AVAV): https://52zyapi.com/home/cjapi/asda/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
325. ❤我要啪啪(❤我要啪啪): http://www.caiji21.com/home/cjapi/klkl/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
326. ❤AV集中淫(❤AV集中淫): https://www.caiji22.com/home/cjapi/klp0/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
327. ❤夜夜撸资源(❤夜夜撸资源): https://www.caiji23.com/home/cjapi/kls6/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
328. ❤大屌丝资源(❤大屌丝资源): http://www.caiji24.com/home/cjapi/p0d2/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
329. ❤咪咪资源(❤咪咪资源): http://www.caiji25.com/home/cjapi/p0as/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
330. ❤鲍鱼AV(❤鲍鱼AV): http://caiji26.com/home/cjapi/p0g8/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
331. ❤精工厂资源(❤精工厂资源): https://jgczyapi.com/home/cjapi/kld2/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
332. ❤点点娱乐(❤点点娱乐): https://xx55zyapi.com/home/cjapi/ascf/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
333. ❤大MM资源(❤大MM资源): https://www.dmmapi.com/home/cjapi/asd2c7/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
334. ❤黄瓜TV资源(❤黄瓜TV资源): https://www.caiji10.com/home/cjapi/cfs6/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
335. ❤快播盒子资源(❤快播盒子资源): https://www.caiji09.com/home/cjapi/cfp0/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
336. ❤大香蕉资源(❤大香蕉资源): https://www.caiji08.com/home/cjapi/cfkl/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
337. ❤日本AV在线(❤日本AV在线): https://www.caiji07.com/home/cjapi/cfcf/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
338. ❤久久热在线(❤久久热在线): https://www.caiji06.com/home/cjapi/cfbb/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
339. ❤青青草视频(❤青青草视频): https://www.caiji05.com/home/cjapi/cfda/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
340. ❤麻豆视频(❤麻豆视频): https://www.caiji04.com/home/cjapi/cfc7/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
341. ❤一本道资源(❤一本道资源): https://www.caiji03.com/home/cjapi/cfg8/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
342. ❤草榴视频(❤草榴视频): https://www.caiji02.com/home/cjapi/cfas/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
343. ❤亚洲成人在线(❤亚洲成人在线): https://www.caiji01.com/home/cjapi/cfd2/mc10/vod/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
344. ❤天噜啦资源(❤天噜啦资源): http://www.987caiji.com/api/max.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
345. ❤99资源(❤99资源): http://99zy.pw/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
346. ❤酷豆资源(❤酷豆资源): https://kudouzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
347. ❤酷豆2(❤酷豆2): https://api.kdapi.info/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
348. ❤酷伦理(❤酷伦理): https://api.kudian70.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
349. ❤影库资源(❤影库资源): https://api.ykapi.net/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
350. ❤爱播资源(❤爱播资源): https://cj.apiabzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
351. ❤美少女资源(❤美少女资源): https://www.msnii.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
352. ❤淫水机资源(❤淫水机资源): https://www.xrbsp.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
353. ❤香奶儿资源(❤香奶儿资源): https://www.gdlsp.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
354. ❤白嫖资源(❤白嫖资源): https://www.kxgav.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
355. ❤小湿妹资源(❤小湿妹资源): https://www.afasu.com/api/xml.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
356. ❤大地资源(❤大地资源): https://dadiapi.com/api.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
357. ❤CK资源(❤CK资源): http://www.feifei67.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
358. ❤老鸭资源(❤老鸭资源): https://api.apilyzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
359. ❤花椒资源(❤花椒资源): https://apihjzy.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
360. ❤乐播资源(❤乐播资源): https://lbapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
361. ❤博天堂(❤博天堂): http://bttcj.com/inc/sapi.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
362. ❤环亚资源(❤环亚资源): http://wmcj8.com/inc/sapi.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
363. ❤AVZY6888资源(❤AVZY6888资源): http://m.7777688.com/inc/apijson.php（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
364. ❤色色资源(❤色色资源): http://secj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
365. ❤玖玖资源(❤玖玖资源): http://99zywcj.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
366. ❤狼少年(❤狼少年): http://cjmygzy.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
367. ❤佳丽资源(❤佳丽资源): http://www.jializyzapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
368. ❤番号资源(❤番号资源): http://fhapi9.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
369. ❤鲨鱼资源(❤鲨鱼资源): https://shayuapi.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
370. ❤速度资源(❤速度资源): http://www.ggmmzy.com:9999/inc/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
371. 老鸭资源(zp098): http://laoyazy.vip/api.php/provide/vod/at/xml（来自 https://raw.githubusercontent.com/yyfxz/fl/main/xa3.json）
372. 🍀CK资源(CK资源): http://www.feifei67.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
373. 👙亚洲成人在线(亚洲成人在线): https://www.caiji01.com/home/cjapi/cfd2/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
374. 👙草榴视频(草榴视频): https://www.caiji02.com/home/cjapi/cfas/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
375. 👙一本道(一本道): https://www.caiji03.com/home/cjapi/cfg8/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
376. 👙麻豆视频(麻豆视频): https://www.caiji04.com/home/cjapi/cfc7/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
377. 👙青青草视频(青青草视频): https://www.caiji05.com/home/cjapi/cfda/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
378. 👙久久热在线(久久热在线): https://www.caiji06.com/home/cjapi/cfbb/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
379. 👙日本AV在线(日本AV在线): https://www.caiji07.com/home/cjapi/cfcf/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
380. 👙大香蕉(大香蕉): https://www.caiji08.com/home/cjapi/cfkl/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
381. 👙快播盒子(快播盒子): https://www.caiji09.com/home/cjapi/cfp0/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
382. 👙黄瓜TV(黄瓜TV): https://www.caiji10.com/home/cjapi/cfs6/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
383. 👙我要啪啪(我要啪啪): http://www.caiji21.com/home/cjapi/klkl/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
384. 👙AV集中淫(AV集中淫): https://www.caiji22.com/home/cjapi/klp0/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
385. 👙夜夜撸(夜夜撸): https://www.caiji23.com/home/cjapi/kls6/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
386. 👙大屌丝(大屌丝): https://www.caiji24.com/home/cjapi/kls6/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
387. 👙咪咪(咪咪): http://www.caiji25.com/home/cjapi/p0as/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
388. 👙鲍鱼AV(鲍鱼AV): http://caiji26.com/home/cjapi/p0g8/mc10/vod/xml（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
389. 🥇影库-(影库): https://api.ykapi.net/api.php/provide/vod/?ac=list（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
390. 🥇酷伦-(酷伦): https://api.kudian70.com/api.php/provide/vod/（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
391. 🥇博天堂(博天堂): http://bttcj.com/inc/sapi.php（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
392. 🥇JAV名优(JAV名优): http://mygzycj.com/api.php?ac=list（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
393. 🥇环亚(环亚): http://wmcj8.com/inc/sapi.php?ac=videolist（来自 https://raw.githubusercontent.com/2hacc/TVBox/main/h/h.json）
